ï»¿X;Y;FID;AÃ±o;IdAccident;Latitud;longitud;ClaseAccid;Fecha;Hora;RegiÃ³n;Comuna;Tipo_Accid;Tipo__CONA;Zona;UbicaciÃ³n;Causa__CON;Causa_Acci;Calle_Uno;Calle_Dos;Intersecci;NÃºmero;Ruta;Ubicaci_1;Calzada;Tipo_Calza;Estado_Cal;CondiciÃ³n;Estado_Atm;Fallecidos;Graves;Menos_Grav;Leves
-7854112,387;-3971292,278;12184;2024;1637803;-33,570626;-70,554692;1;2024/09/08 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PUENTE ALTO;COLISION LATERAL;COLISION;URBANA;TRAMO DE VIA RECTA;ALCOHOL EN CONDUCTOR;CONDUCCION EN ESTADO DE EBRIEDAD;EL PERAL;CAMILO HENRIQUEZ;CAMILO HENRIQUEZ - EL PERAL;0;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7865921,158;-3946722,596;12185;2024;1637818;-33,386531;-70,660772;1;2024/09/16 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;CONCHALI;ATROPELLO;ATROPELLO;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL PEATON;PEATON CRUZA CALZADA FUERA PASO PEATONES;GRAL GAMBINO;LOS ZAPADORES;GRAL GAMBINO - LOS ZAPADORES;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7854112,387;-3971292,278;12186;2024;1637821;-33,570626;-70,554692;1;2024/09/08 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PUENTE ALTO;COLISION FRONTAL;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;CAMILO HENRIQUEZ;EL PERAL;CAMILO HENRIQUEZ - EL PERAL;0;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7854623,9;-3975025,51;12187;2024;1637842;-33,598564;-70,559287;1;2024/09/08 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PUENTE ALTO;COLISION LATERAL;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;CALETA BRAVA;MEXICO;CALETA BRAVA - MEXICO;0;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7867288,718;-3945986,557;12188;2024;1637843;-33,38101;-70,673057;1;2024/09/10 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;CONCHALI;CHOQUE POSTERIOR/POSTERIOR;CHOQUE;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;PEDRO FONTOVA;;- PEDRO FONTOVA;4990;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7863450,867;-3945672,745;12189;2024;1637892;-33,378656;-70,638581;1;2024/08/28 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;HUECHURABA;COLISION;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;PDTE SALVADOR ALLENDE;RECOLETA;PDTE SALVADOR ALLENDE - RECOLETA;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7870657,246;-3943303,165;12190;2024;1637893;-33,360879;-70,703317;1;2024/09/06 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;QUILICURA;COLISION;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION;PDTE EDUARDO FREI MONTALVA;;- PDTE EDUARDO FREI MONTALVA;8000;;;UNIDIRECCIONAL;ASFALTO;REGULAR;SECO;DESPEJADO;0;0;0;0
-7859013,561;-3974548,8;12191;2024;1637895;-33,594997;-70,59872;1;2024/09/03 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PUENTE ALTO;CHOQUE FRENTE/LADO;CHOQUE;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;LINZ;GRAZ;GRAZ - LINZ;0;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7865576,068;-3945940,565;12192;2024;1637896;-33,380665;-70,657672;1;2024/09/01 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;RECOLETA;COLISION LATERAL;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;EL GUANACO;PRINCIPAL CAP IGNACIO CARRERA PINTO;EL GUANACO - PRINCIPAL CAP IGNACIO CARRERA PINTO;0;;;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7854974,445;-3974615,488;12193;2024;1637910;-33,595496;-70,562436;1;2024/09/09 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PUENTE ALTO;CHOQUE FRENTE/LADO;CHOQUE;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;CERRO SAN CRISTOBAL;;- CERRO SAN CRISTOBAL;1441;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7862290,362;-3973697,935;12194;2024;1637911;-33,58863;-70,628156;1;2024/09/16 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LA PINTANA;COLISION;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;DESOBEDIENCIA A SENALIZACION;SENALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO;STA ROSA;LO BLANCO;LO BLANCO - STA ROSA;0;;;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7869068,828;-3943976,787;12195;2024;1637912;-33,365933;-70,689048;1;2024/09/12 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;CONCHALI;COLISION;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;AMERICO VESPUCIO;INDEPENDENCIA;AMERICO VESPUCIO - INDEPENDENCIA;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7862679,453;-3955428,96;12196;2024;1637950;-33,451811;-70,631651;1;2024/09/11 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;SANTIAGO;ATROPELLO;ATROPELLO;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL PEATON;PEATON CRUZA CALZADA FUERA PASO PEATONES;FRAY ANDRESITO;10 DE JULIO HUAMACHUCO;10 DE JULIO HUAMACHUCO - FRAY ANDRESITO;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;1
-7861359,842;-3951840,162;12197;2024;1637951;-33,424908;-70,619797;1;2024/09/11 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PROVIDENCIA;COLISION POR ALCANCE;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;COST NORTE;LOS CONQUISTADORES;COST NORTE - LOS CONQUISTADORES;0;;;UNIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7857742,849;-3949366,24;12198;2024;1637952;-33,406358;-70,587305;1;2024/09/12 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LAS CONDES;COLISION POR ALCANCE;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE;AMERICO VESPUCIO NORTE;;- AMERICO VESPUCIO NORTE;760;;;UNIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7857328,629;-3971129,549;12199;2024;1637953;-33,569408;-70,583584;1;2024/09/10 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PUENTE ALTO;CHOQUE FRENTE/POSTERIOR;CHOQUE;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;CONCHA Y TORO;LOS TOROS;CONCHA Y TORO - LOS TOROS;0;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;NUBLADO;0;0;0;0
-7864190,697;-3954478,305;12200;2024;1637954;-33,444685;-70,645227;1;2024/09/12 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;SANTIAGO;CHOQUE FRENTE/POSTERIOR;CHOQUE;URBANA;OTROS NO CONSIDERADOS;DROGAS Y/O FATIGA EN CONDUCTOR;CONDUCCION BAJO INFLUENCIA DE DROGAS O ESTUPEFACIENTES;STA ROSA;;- STA ROSA;76;;;UNIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;1
-7863465,561;-3952977,01;12201;2024;1637956;-33,433431;-70,638713;1;2024/09/12 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;RECOLETA;COLISION POR ALCANCE;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE;PURISIMA;DARDIGNAC;DARDIGNAC - PURISIMA;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7864428,03;-3953290,086;12202;2024;1637958;-33,435778;-70,647359;1;2024/09/13 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;SANTIAGO;ATROPELLO;ATROPELLO;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON;MAC IVER;STO DOMINGO;MAC IVER - STO DOMINGO;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;1
-7865436,139;-3953257,404;12203;2024;1637960;-33,435533;-70,656415;1;2024/09/13 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;SANTIAGO;CHOQUE FRENTE/POSTERIOR;CHOQUE;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;ROSAS;;- ROSAS;1339;;;UNIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;1
-7865710,653;-3952954,867;12204;2024;1637961;-33,433265;-70,658881;1;2024/09/18 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;SANTIAGO;CHOQUE FRENTE/POSTERIOR;CHOQUE;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;GRAL MACKENNA;SAN MARTIN;GRAL MACKENNA - SAN MARTIN;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;NUBLADO;0;0;0;1
-7863467,677;-3953135,748;12205;2024;1637963;-33,434621;-70,638732;1;2024/09/15 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;RECOLETA;CHOQUE FRENTE/POSTERIOR;CHOQUE;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;PURISIMA;BELLAVISTA;BELLAVISTA - PURISIMA;0;;;UNIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7872579,956;-3949400,512;12206;2024;1637965;-33,406615;-70,720589;1;2024/09/18 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;RENCA;COLISION;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;JOSE MIGUEL INFANTE;CALLE 6;CALLE 6 - JOSE MIGUEL INFANTE;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7866866,595;-3955039,306;12207;2024;1637966;-33,44889;-70,669265;1;2024/09/14 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;SANTIAGO;CHOQUE FRONTAL;CHOQUE;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;MORANDE;LIBER BERNARDO O'HIGGINS;LIBER BERNARDO O'HIGGINS - MORANDE;0;;;BIDIRECCIONAL CON BANDEJON;CONCRETO;BUENO;SECO;DESPEJADO;0;0;1;0
-7866866,595;-3955039,306;12208;2024;1637969;-33,44889;-70,669265;1;2024/09/15 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;SANTIAGO;COLISION PERPENDICULAR;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION;COMPANIA;AHUMADA;AHUMADA - COMPANIA;0;;;UNIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7864915,079;-3952932,509;12209;2024;1637970;-33,433097;-70,651734;1;2024/09/15 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;SANTIAGO;COLISION PERPENDICULAR;COLISION;URBANA;ROTONDA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION;ISMAEL VALDES VERGARA;PUENTE;ISMAEL VALDES VERGARA - PUENTE;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7872907,458;-3960395,337;12210;2024;1637971;-33,489026;-70,723531;1;2024/09/15 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;CERRILLOS;COLISION FRONTAL;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;OTRAS CAUSAS;HECHO DELICTUAL;LO ERRAZURIZ;PASEO CENTRAL ROSA ESTER RODRIGUEZ;LO ERRAZURIZ - PASEO CENTRAL ROSA ESTER RODRIGUEZ;0;;;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;NUBLADO;0;0;0;1
-7870720,475;-3949252,359;12211;2024;1637972;-33,405504;-70,703885;1;2024/09/18 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;RENCA;COLISION;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;DOMINGO SANTA MARIA;SENADOR JAIME GUZMAN;DOMINGO SANTA MARIA - SENADOR JAIME GUZMAN;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7873488,657;-3961914,817;12212;2024;1637973;-33,500409;-70,728752;1;2024/09/16 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;CERRILLOS;VOLCADURA;VOLCADURA;URBANA;CRUCE CON SENAL PARE;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;DIVINO MAESTRO;DR VARGAS SALCEDO;DIVINO MAESTRO - DR VARGAS SALCEDO;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;NUBLADO;0;0;0;1
-7873422,679;-3961455,385;12213;2024;1637974;-33,496967;-70,728159;1;2024/09/16 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;CERRILLOS;VOLCADURA;VOLCADURA;URBANA;CRUCE CON SENAL PARE;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;DIVINO MAESTRO;BALTAZAR GUZMAN;BALTAZAR GUZMAN - DIVINO MAESTRO;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;NUBLADO;0;0;0;1
-7859412,307;-3972824,684;12214;2024;1637975;-33,582095;-70,602302;1;2024/09/09 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PUENTE ALTO;COLISION LATERAL;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;GABRIELA PONIENTE;CRETA;CRETA - GABRIELA PONIENTE;0;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;1
-7873409,509;-3955262,514;12215;2024;1637976;-33,450563;-70,728041;1;2024/09/20 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LO PRADO;COLISION PERPENDICULAR;COLISION;URBANA;CRUCE CON SENAL PARE;DESOBEDIENCIA A SENALIZACION;SENALIZACION DESOBEDECER SENAL PARE;GRAL JUAN BUENDIA;DORSAL;DORSAL - GRAL JUAN BUENDIA;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7871412,599;-3961982,82;12216;2024;1637977;-33,500918;-70,710102;1;2024/09/16 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;CERRILLOS;COLISION LATERAL;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;VIRAJES INDEBIDOS;PEDRO AGUIRRE CERDA;LO ERRAZURIZ;LO ERRAZURIZ - PEDRO AGUIRRE CERDA;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;NUBLADO;0;0;0;0
-7876662,264;-3963273,614;12217;2024;1637980;-33,510587;-70,757261;1;2024/09/20 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;MAIPU;CHOQUE FRENTE/POSTERIOR;CHOQUE;URBANA;CRUCE CON SENAL PARE;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;AUTOPISTA EL SOL;LOS PAJARITOS;AUTOPISTA EL SOL - LOS PAJARITOS;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;NUBLADO;0;0;0;0
-7872980,818;-3953786,33;12218;2024;1637982;-33,439498;-70,72419;1;2024/09/21 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LO PRADO;COLISION LATERAL;COLISION;URBANA;TRAMO DE VIA RECTA;ALCOHOL EN CONDUCTOR;CONDUCCION EN ESTADO DE EBRIEDAD;LAS ACACIAS;;- LAS ACACIAS;991;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;NUBLADO;0;0;0;0
-7853492,114;-3958461,537;12219;2024;1637983;-33,474537;-70,54912;1;2024/09/12 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PENALOLEN;CHOQUE FRENTE/LADO;CHOQUE;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;DESOBEDIENCIA A SENALIZACION;SENALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO;GRECIA;NELTUME;GRECIA - NELTUME;0;;;BIDIRECCIONAL CON BANDEJON;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7871403,086;-3954709,64;12220;2024;1637985;-33,446419;-70,710017;1;2024/09/22 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LO PRADO;CHOQUE FRONTAL;CHOQUE;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;LOS EDILES;;- LOS EDILES;565;;;BIDIRECCIONAL;ASFALTO;BUENO;MOJADO;LLUVIA;0;0;0;0
-7865230,643;-3967087,057;12221;2024;1637991;-33,539145;-70,654569;1;2024/09/14 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LA CISTERNA;COLISION POR ALCANCE;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;AMERICO VESPUCIO;;- AMERICO VESPUCIO;800;;;UNIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7872210,153;-3960273,206;12222;2024;1637994;-33,488111;-70,717267;1;2024/09/18 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;CERRILLOS;COLISION FRONTAL;COLISION;URBANA;CRUCE CON SENAL PARE;DESOBEDIENCIA A SENALIZACION;SENALIZACION DESOBEDECER SENAL PARE;LAS AMERICAS;PDTE SALVADOR ALLENDE;LAS AMERICAS - PDTE SALVADOR ALLENDE;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;NUBLADO;0;0;1;4
-7872907,458;-3960395,337;12223;2024;1637998;-33,489026;-70,723531;1;2024/09/19 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;CERRILLOS;CHOQUE FRENTE/POSTERIOR;CHOQUE;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;VELOCIDAD IMPRUDENTE;VELOCIDAD NO RAZONABLE NI PRUDENTE;LO ERRAZURIZ;PASEO CENTRAL ROSA ESTER RODRIGUEZ;LO ERRAZURIZ - PASEO CENTRAL ROSA ESTER RODRIGUEZ;0;;;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;MOJADO;LLUVIA;0;0;0;2
-7865798,929;-3964612,809;12224;2024;1638003;-33,520617;-70,659674;1;2024/09/16 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LA CISTERNA;COLISION LATERAL;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;GRAL FREIRE;GRAN AVDA JOSE MIGUEL CARRERA;GRAL FREIRE - GRAN AVDA JOSE MIGUEL CARRERA;0;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7872316,574;-3963683,634;12225;2024;1638005;-33,513658;-70,718223;1;2024/09/20 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;CERRILLOS;COLISION PERPENDICULAR;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;DESOBEDIENCIA A SENALIZACION;SENALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO;CAMINO A LONQUEN;AMERICO VESPUCIO;AMERICO VESPUCIO - CAMINO A LONQUEN;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;NUBLADO;0;0;0;2
-7854157,805;-3958303,66;12226;2024;1638009;-33,473354;-70,5551;1;2024/09/12 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PENALOLEN;ATROPELLO;ATROPELLO;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON;JOSE ARRIETA;DIP LAURA RODRIGUEZ;DIP LAURA RODRIGUEZ - JOSE ARRIETA;0;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;1
-7867549,428;-3948503,226;12227;2024;1638012;-33,399886;-70,675399;1;2024/09/21 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;CONCHALI;COLISION LATERAL;COLISION;URBANA;CRUCE CON SENAL CEDA EL PASO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;ROMA;LA ESTRELLA;LA ESTRELLA - ROMA;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7868486,961;-3945631,819;12228;2024;1638014;-33,378349;-70,683821;1;2024/09/17 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;CONCHALI;CHOQUE LADO/FRENTE;CHOQUE;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;INDEPENDENCIA;EL CORTIJO;EL CORTIJO - INDEPENDENCIA;0;;;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7872877,179;-3963204,055;12229;2024;1638017;-33,510066;-70,723259;1;2024/09/22 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;CERRILLOS;COLISION LATERAL;COLISION;URBANA;CRUCE CON SENAL CEDA EL PASO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION;AMERICO VESPUCIO;CAMINO A MELIPILLA;AMERICO VESPUCIO - CAMINO A MELIPILLA;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;NUBLADO;0;1;0;2
-7867555,996;-3966321,276;12230;2024;1638029;-33,533411;-70,675458;1;2024/09/15 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LA CISTERNA;CHOQUE FRENTE/POSTERIOR;CHOQUE;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;AMERICO VESPUCIO;;- AMERICO VESPUCIO;1019;;;UNIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;8
-7867817,486;-3965300,626;12231;2024;1638034;-33,525768;-70,677807;1;2024/09/17 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LA CISTERNA;CHOQUE LADO/LADO;CHOQUE;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;JOSE JOAQUIN PRIETO VIAL;;- JOSE JOAQUIN PRIETO VIAL;8340;;;UNIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7854672,324;-3974750,735;12232;2024;1638050;-33,596508;-70,559722;1;2024/09/10 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PUENTE ALTO;COLISION POR ALCANCE;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;SAN CARLOS;CERRO CASTILLO;CERRO CASTILLO - SAN CARLOS;0;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7857789,937;-3961977,693;12233;2024;1638055;-33,50088;-70,587728;1;2024/09/12 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;MACUL;COLISION LATERAL;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE;AMERICO VESPUCIO;DR AMADOR NEGHME RODRIGUEZ;AMERICO VESPUCIO - DR AMADOR NEGHME RODRIGUEZ;0;;;UNIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
